variable_name,n_unique,missing_count,missing_percentage,top_values,rare_category_count
RX9V2C3,5,0,0.0,=16003 (99.9%); 064=17 (0.1%); 065=3 (0.0%); 101=1 (0.0%); 433=1 (0.0%),4
RX9V2C4,2,0,0.0,=16022 (100.0%); 066=3 (0.0%),1
RX9V3C1,88,0,0.0,=15537 (97.0%); 195=27 (0.2%); 061=25 (0.2%); 069=22 (0.1%); 173=20 (0.1%),87
RX9V3C2,17,0,0.0,=15955 (99.6%); 198=16 (0.1%); 211=14 (0.1%); 385=8 (0.0%); 203=7 (0.0%),16
RX9V3C3,5,0,0.0,=16004 (99.9%); 203=14 (0.1%); 197=3 (0.0%); 204=3 (0.0%); 185=1 (0.0%),4
RX9V3C4,2,0,0.0,=16022 (100.0%); 205=3 (0.0%),1
DRUGID10,257,0,0.0,=15379 (96.0%); d00438=16 (0.1%); d00049=14 (0.1%); d00345=13 (0.1%); d00867=12 (0.1%),256
PRESCR10,5,15379,95.97,1.0=431 (66.7%); 5.0=192 (29.7%); 2.0=19 (2.9%); 3.0=3 (0.5%); 4.0=1 (0.2%),2
CONTSUB10,7,15379,95.97,6.0=602 (93.2%); 2.0=21 (3.3%); 4.0=15 (2.3%); 7.0=3 (0.5%); 3.0=2 (0.3%),4
COMSTAT10,3,15379,95.97,1.0=607 (94.0%); 2.0=35 (5.4%); 3.0=4 (0.6%),1
RX10CAT1,133,0,0.0,=15379 (96.0%); 117=45 (0.3%); 095=24 (0.1%); 272=23 (0.1%); 070=20 (0.1%),132
RX10CAT2,29,0,0.0,=15916 (99.3%); 129=16 (0.1%); 198=10 (0.1%); 123=9 (0.1%); 117=9 (0.1%),28
RX10CAT3,7,0,0.0,=16005 (99.9%); 203=7 (0.0%); 197=5 (0.0%); 430=3 (0.0%); 265=2 (0.0%),6
RX10CAT4,3,0,0.0,=16019 (100.0%); 205=5 (0.0%); 445=1 (0.0%),2
RX10V1C1,19,0,0.0,=15379 (96.0%); 057=144 (0.9%); 087=80 (0.5%); 115=75 (0.5%); 040=72 (0.4%),18
RX10V1C2,14,0,0.0,=15916 (99.3%); 122=30 (0.2%); 040=20 (0.1%); 057=15 (0.1%); 218=12 (0.1%),13
RX10V1C3,5,0,0.0,=16005 (99.9%); 057=14 (0.1%); 040=3 (0.0%); 113=2 (0.0%); 105=1 (0.0%),4
RX10V1C4,3,0,0.0,=16019 (100.0%); 057=5 (0.0%); 254=1 (0.0%),2
RX10V2C1,85,0,0.0,=15380 (96.0%); 058=59 (0.4%); 117=45 (0.3%); 067=32 (0.2%); 099=27 (0.2%),84
RX10V2C2,25,0,0.0,=15916 (99.3%); 129=16 (0.1%); 046=14 (0.1%); 065=11 (0.1%); 123=9 (0.1%),24
RX10V2C3,6,0,0.0,=16005 (99.9%); 064=9 (0.1%); 065=5 (0.0%); 430=3 (0.0%); 265=2 (0.0%),5
RX10V2C4,3,0,0.0,=16019 (100.0%); 066=5 (0.0%); 104=1 (0.0%),2
RX10V3C1,78,0,0.0,=15672 (97.8%); 070=20 (0.1%); 061=16 (0.1%); 060=16 (0.1%); 173=14 (0.1%),77
RX10V3C2,13,0,0.0,=15984 (99.7%); 198=10 (0.1%); 385=8 (0.0%); 211=5 (0.0%); 203=4 (0.0%),12
RX10V3C3,4,0,0.0,=16011 (99.9%); 203=7 (0.0%); 197=5 (0.0%); 204=2 (0.0%),3
RX10V3C4,3,0,0.0,=16019 (100.0%); 205=5 (0.0%); 445=1 (0.0%),2
DRUGID11,226,0,0.0,=15489 (96.7%); d00867=16 (0.1%); d00134=14 (0.1%); d00015=12 (0.1%); d04514=11 (0.1%),225
PRESCR11,4,15489,96.66,1.0=365 (68.1%); 5.0=155 (28.9%); 2.0=15 (2.8%); 3.0=1 (0.2%),1
CONTSUB11,7,15489,96.66,6.0=500 (93.3%); 2.0=16 (3.0%); 4.0=15 (2.8%); 5.0=2 (0.4%); 8.0=1 (0.2%),4
COMSTAT11,3,15489,96.66,1.0=514 (95.9%); 2.0=20 (3.7%); 3.0=2 (0.4%),1
RX11CAT1,130,0,0.0,=15489 (96.7%); 095=23 (0.1%); 272=21 (0.1%); 061=19 (0.1%); 119=18 (0.1%),129
RX11CAT2,32,0,0.0,=15946 (99.5%); 129=8 (0.0%); 385=7 (0.0%); 198=7 (0.0%); 117=6 (0.0%),31
RX11CAT3,7,0,0.0,=16015 (99.9%); 203=5 (0.0%); 270=1 (0.0%); 197=1 (0.0%); 204=1 (0.0%),6
RX11CAT4,3,0,0.0,=16023 (100.0%); 445=1 (0.0%); 205=1 (0.0%),2
RX11V1C1,19,0,0.0,=15489 (96.7%); 057=123 (0.8%); 087=67 (0.4%); 040=67 (0.4%); 358=49 (0.3%),18
RX11V1C2,13,0,0.0,=15946 (99.5%); 040=18 (0.1%); 122=15 (0.1%); 057=13 (0.1%); 115=7 (0.0%),12
RX11V1C3,5,0,0.0,=16015 (99.9%); 057=7 (0.0%); 105=1 (0.0%); 113=1 (0.0%); 040=1 (0.0%),4
RX11V1C4,3,0,0.0,=16023 (100.0%); 254=1 (0.0%); 057=1 (0.0%),2
RX11V2C1,81,0,0.0,=15491 (96.7%); 058=53 (0.3%); 099=29 (0.2%); 095=23 (0.1%); 047=21 (0.1%),80
RX11V2C2,28,0,0.0,=15946 (99.5%); 046=11 (0.1%); 129=8 (0.0%); 065=7 (0.0%); 117=6 (0.0%),27
RX11V2C3,6,0,0.0,=16015 (99.9%); 064=6 (0.0%); 270=1 (0.0%); 065=1 (0.0%); 265=1 (0.0%),5
RX11V2C4,3,0,0.0,=16023 (100.0%); 104=1 (0.0%); 066=1 (0.0%),2
RX11V3C1,78,0,0.0,=15709 (98.0%); 061=19 (0.1%); 195=16 (0.1%); 173=15 (0.1%); 215=15 (0.1%),77
RX11V3C2,16,0,0.0,=15990 (99.8%); 385=7 (0.0%); 198=7 (0.0%); 203=4 (0.0%); 210=3 (0.0%),15
RX11V3C3,4,0,0.0,=16018 (100.0%); 203=5 (0.0%); 197=1 (0.0%); 204=1 (0.0%),3
RX11V3C4,3,0,0.0,=16023 (100.0%); 445=1 (0.0%); 205=1 (0.0%),2
DRUGID12,205,0,0.0,=15565 (97.1%); d00867=14 (0.1%); d00278=13 (0.1%); d04514=12 (0.1%); d00070=11 (0.1%),204
PRESCR12,5,15565,97.13,1.0=315 (68.5%); 5.0=130 (28.3%); 2.0=12 (2.6%); 3.0=2 (0.4%); 4.0=1 (0.2%),2
CONTSUB12,6,15565,97.13,6.0=421 (91.5%); 2.0=18 (3.9%); 4.0=14 (3.0%); 5.0=4 (0.9%); 7.0=2 (0.4%),3
COMSTAT12,3,15565,97.13,1.0=431 (93.7%); 2.0=27 (5.9%); 3.0=2 (0.4%),1
RX12CAT1,116,0,0.0,=15565 (97.1%); 117=21 (0.1%); 272=18 (0.1%); 095=15 (0.1%); 060=15 (0.1%),115
RX12CAT2,26,0,0.0,=15960 (99.6%); 129=9 (0.1%); 198=5 (0.0%); 211=5 (0.0%); 219=5 (0.0%),25
RX12CAT3,4,0,0.0,=16019 (100.0%); 203=4 (0.0%); 270=1 (0.0%); 197=1 (0.0%),3
RX12CAT4,3,0,0.0,=16023 (100.0%); 445=1 (0.0%); 205=1 (0.0%),2
RX12V1C1,19,0,0.0,=15565 (97.1%); 057=105 (0.7%); 115=55 (0.3%); 040=55 (0.3%); 087=48 (0.3%),18
RX12V1C2,12,0,0.0,=15960 (99.6%); 122=15 (0.1%); 057=12 (0.1%); 040=8 (0.0%); 001=6 (0.0%),11
RX12V1C3,3,0,0.0,=16019 (100.0%); 057=5 (0.0%); 105=1 (0.0%),2
RX12V1C4,3,0,0.0,=16023 (100.0%); 254=1 (0.0%); 057=1 (0.0%),2
RX12V2C1,81,0,0.0,=15567 (97.1%); 058=40 (0.2%); 117=21 (0.1%); 049=20 (0.1%); 067=19 (0.1%),80
RX12V2C2,22,0,0.0,=15960 (99.6%); 129=9 (0.1%); 065=8 (0.0%); 083=5 (0.0%); 219=5 (0.0%),21
RX12V2C3,4,0,0.0,=16019 (100.0%); 064=4 (0.0%); 270=1 (0.0%); 065=1 (0.0%),3
RX12V2C4,3,0,0.0,=16023 (100.0%); 104=1 (0.0%); 066=1 (0.0%),2
RX12V3C1,63,0,0.0,=15778 (98.5%); 060=15 (0.1%); 195=14 (0.1%); 154=13 (0.1%); 347=11 (0.1%),62
RX12V3C2,13,0,0.0,=15997 (99.8%); 198=5 (0.0%); 211=5 (0.0%); 210=3 (0.0%); 203=3 (0.0%),12
RX12V3C3,3,0,0.0,=16020 (100.0%); 203=4 (0.0%); 197=1 (0.0%),2
RX12V3C4,3,0,0.0,=16023 (100.0%); 445=1 (0.0%); 205=1 (0.0%),2
DRUGID13,189,0,0.0,=15638 (97.6%); d04514=12 (0.1%); d00438=9 (0.1%); d00395=9 (0.1%); d00867=9 (0.1%),188
PRESCR13,3,15638,97.59,1.0=253 (65.4%); 5.0=124 (32.0%); 2.0=10 (2.6%),0
CONTSUB13,5,15638,97.59,6.0=366 (94.6%); 2.0=10 (2.6%); 4.0=9 (2.3%); 5.0=1 (0.3%); 7.0=1 (0.3%),2
COMSTAT13,3,15638,97.59,1.0=370 (95.6%); 2.0=16 (4.1%); 3.0=1 (0.3%),1
RX13CAT1,113,0,0.0,=15638 (97.6%); 117=22 (0.1%); 272=21 (0.1%); 095=19 (0.1%); 070=17 (0.1%),112
RX13CAT2,29,0,0.0,=15956 (99.6%); 129=9 (0.1%); 123=7 (0.0%); 219=6 (0.0%); 210=5 (0.0%),28
RX13CAT3,5,0,0.0,=16018 (100.0%); 203=3 (0.0%); 197=2 (0.0%); 270=1 (0.0%); 265=1 (0.0%),4
RX13CAT4,3,0,0.0,=16022 (100.0%); 205=2 (0.0%); 445=1 (0.0%),2
RX13V1C1,20,0,0.0,=15638 (97.6%); 057=85 (0.5%); 087=50 (0.3%); 115=46 (0.3%); 040=43 (0.3%),19
RX13V1C2,15,0,0.0,=15956 (99.6%); 122=18 (0.1%); 040=12 (0.1%); 057=11 (0.1%); 218=7 (0.0%),14
RX13V1C3,4,0,0.0,=16018 (100.0%); 057=5 (0.0%); 105=1 (0.0%); 113=1 (0.0%),3
RX13V1C4,3,0,0.0,=16022 (100.0%); 057=2 (0.0%); 254=1 (0.0%),2
RX13V2C1,73,0,0.0,=15640 (97.6%); 058=29 (0.2%); 117=22 (0.1%); 272=21 (0.1%); 067=20 (0.1%),72
RX13V2C2,26,0,0.0,=15956 (99.6%); 065=10 (0.1%); 129=9 (0.1%); 046=7 (0.0%); 123=7 (0.0%),25
RX13V2C3,5,0,0.0,=16018 (100.0%); 064=3 (0.0%); 065=2 (0.0%); 270=1 (0.0%); 265=1 (0.0%),4
RX13V2C4,3,0,0.0,=16022 (100.0%); 066=2 (0.0%); 104=1 (0.0%),2
RX13V3C1,70,0,0.0,=15815 (98.7%); 070=17 (0.1%); 306=9 (0.1%); 195=9 (0.1%); 059=8 (0.0%),69
RX13V3C2,12,0,0.0,=15996 (99.8%); 210=5 (0.0%); 198=5 (0.0%); 196=5 (0.0%); 385=3 (0.0%),11
RX13V3C3,3,0,0.0,=16020 (100.0%); 203=3 (0.0%); 197=2 (0.0%),2
RX13V3C4,3,0,0.0,=16022 (100.0%); 205=2 (0.0%); 445=1 (0.0%),2
DRUGID14,169,0,0.0,=15701 (98.0%); d00345=9 (0.1%); d00134=7 (0.0%); d03807=7 (0.0%); d03140=6 (0.0%),168
PRESCR14,4,15701,97.98,1.0=215 (66.4%); 5.0=91 (28.1%); 2.0=17 (5.2%); 3.0=1 (0.3%),1
CONTSUB14,5,15701,97.98,6.0=307 (94.8%); 4.0=8 (2.5%); 2.0=5 (1.5%); 5.0=3 (0.9%); 7.0=1 (0.3%),2
COMSTAT14,3,15701,97.98,1.0=308 (95.1%); 2.0=13 (4.0%); 3.0=3 (0.9%),1
RX14CAT1,98,0,0.0,=15701 (98.0%); 117=31 (0.2%); 070=14 (0.1%); 095=13 (0.1%); 119=11 (0.1%),97
RX14CAT2,20,0,0.0,=15983 (99.7%); 129=5 (0.0%); 123=4 (0.0%); 117=4 (0.0%); 386=4 (0.0%),19
RX14CAT3,4,0,0.0,=16021 (100.0%); 265=2 (0.0%); 197=1 (0.0%); 204=1 (0.0%),3
RX14CAT4,2,0,0.0,=16024 (100.0%); 205=1 (0.0%),1
RX14V1C1,19,0,0.0,=15701 (98.0%); 057=58 (0.4%); 115=50 (0.3%); 040=45 (0.3%); 087=37 (0.2%),18
RX14V1C2,12,0,0.0,=15983 (99.7%); 040=12 (0.1%); 122=9 (0.1%); 057=5 (0.0%); 115=4 (0.0%),11
RX14V1C3,3,0,0.0,=16021 (100.0%); 057=2 (0.0%); 113=2 (0.0%),2
RX14V1C4,2,0,0.0,=16024 (100.0%); 057=1 (0.0%),1
RX14V2C1,65,0,0.0,=15702 (98.0%); 117=31 (0.2%); 058=21 (0.1%); 099=17 (0.1%); 249=17 (0.1%),64
RX14V2C2,16,0,0.0,=15983 (99.7%); 046=7 (0.0%); 129=5 (0.0%); 123=4 (0.0%); 117=4 (0.0%),15
RX14V2C3,4,0,0.0,=16021 (100.0%); 265=2 (0.0%); 065=1 (0.0%); 064=1 (0.0%),3
RX14V2C4,2,0,0.0,=16024 (100.0%); 066=1 (0.0%),1
RX14V3C1,60,0,0.0,=15849 (98.9%); 070=14 (0.1%); 215=8 (0.0%); 274=7 (0.0%); 214=7 (0.0%),59
RX14V3C2,11,0,0.0,=16007 (99.9%); 386=4 (0.0%); 385=3 (0.0%); 211=2 (0.0%); 292=2 (0.0%),10
RX14V3C3,3,0,0.0,=16023 (100.0%); 197=1 (0.0%); 204=1 (0.0%),2
RX14V3C4,2,0,0.0,=16024 (100.0%); 205=1 (0.0%),1
DRUGID15,161,0,0.0,=15753 (98.3%); d00438=7 (0.0%); d00867=7 (0.0%); d00070=7 (0.0%); d04514=6 (0.0%),160
PRESCR15,3,15753,98.3,1.0=194 (71.3%); 5.0=70 (25.7%); 2.0=8 (2.9%),0
CONTSUB15,5,15753,98.3,6.0=257 (94.5%); 4.0=6 (2.2%); 2.0=5 (1.8%); 5.0=3 (1.1%); 7.0=1 (0.4%),1
COMSTAT15,3,15753,98.3,1.0=260 (95.6%); 2.0=10 (3.7%); 3.0=2 (0.7%),1
RX15CAT1,105,0,0.0,=15753 (98.3%); 095=14 (0.1%); 117=13 (0.1%); 272=11 (0.1%); 173=10 (0.1%),104
RX15CAT2,26,0,0.0,=15979 (99.7%); 129=7 (0.0%); 117=4 (0.0%); 211=4 (0.0%); 198=3 (0.0%),25
RX15CAT3,5,0,0.0,=16018 (100.0%); 203=3 (0.0%); 197=2 (0.0%); 270=1 (0.0%); 204=1 (0.0%),4
RX15CAT4,3,0,0.0,=16022 (100.0%); 205=2 (0.0%); 445=1 (0.0%),2
RX15V1C1,18,0,0.0,=15753 (98.3%); 057=60 (0.4%); 040=41 (0.3%); 087=36 (0.2%); 115=26 (0.2%),17
RX15V1C2,13,0,0.0,=15979 (99.7%); 040=11 (0.1%); 122=10 (0.1%); 057=7 (0.0%); 115=5 (0.0%),12
RX15V1C3,3,0,0.0,=16018 (100.0%); 057=6 (0.0%); 105=1 (0.0%),2
RX15V1C4,3,0,0.0,=16022 (100.0%); 057=2 (0.0%); 254=1 (0.0%),2
RX15V2C1,71,0,0.0,=15753 (98.3%); 058=24 (0.1%); 099=14 (0.1%); 095=14 (0.1%); 117=13 (0.1%),70
RX15V2C2,20,0,0.0,=15979 (99.7%); 129=7 (0.0%); 046=6 (0.0%); 065=4 (0.0%); 117=4 (0.0%),19
RX15V2C3,4,0,0.0,=16018 (100.0%); 064=4 (0.0%); 065=2 (0.0%); 270=1 (0.0%),3
RX15V2C4,3,0,0.0,=16022 (100.0%); 066=2 (0.0%); 104=1 (0.0%),2
RX15V3C1,60,0,0.0,=15872 (99.0%); 173=10 (0.1%); 154=8 (0.0%); 195=7 (0.0%); 301=6 (0.0%),59
RX15V3C2,13,0,0.0,=16005 (99.9%); 211=4 (0.0%); 198=3 (0.0%); 386=3 (0.0%); 203=2 (0.0%),12
RX15V3C3,4,0,0.0,=16019 (100.0%); 203=3 (0.0%); 197=2 (0.0%); 204=1 (0.0%),3
RX15V3C4,3,0,0.0,=16022 (100.0%); 205=2 (0.0%); 445=1 (0.0%),2
DRUGID16,139,0,0.0,=15801 (98.6%); d00134=7 (0.0%); d04514=6 (0.0%); d00325=6 (0.0%); d00049=5 (0.0%),138
PRESCR16,4,15801,98.6,1.0=149 (66.5%); 5.0=64 (28.6%); 2.0=10 (4.5%); 3.0=1 (0.4%),1
CONTSUB16,5,15801,98.6,6.0=210 (93.8%); 4.0=7 (3.1%); 2.0=4 (1.8%); 7.0=2 (0.9%); 3.0=1 (0.4%),2
COMSTAT16,3,15801,98.6,1.0=215 (96.0%); 2.0=7 (3.1%); 3.0=2 (0.9%),1
RX16CAT1,95,0,0.0,=15801 (98.6%); 272=12 (0.1%); 095=11 (0.1%); 117=10 (0.1%); 274=8 (0.0%),94
RX16CAT2,18,0,0.0,=15997 (99.8%); 129=4 (0.0%); 211=2 (0.0%); 123=2 (0.0%); 198=2 (0.0%),17
RX16CAT3,4,0,0.0,=16021 (100.0%); 203=2 (0.0%); 265=1 (0.0%); 204=1 (0.0%),3
RX16CAT4,1,0,0.0,=16025 (100.0%),0
RX16V1C1,19,0,0.0,=15801 (98.6%); 057=37 (0.2%); 040=31 (0.2%); 087=29 (0.2%); 115=21 (0.1%),18
RX16V1C2,11,0,0.0,=15997 (99.8%); 040=8 (0.0%); 122=6 (0.0%); 057=3 (0.0%); 081=2 (0.0%),10
RX16V1C3,3,0,0.0,=16021 (100.0%); 057=3 (0.0%); 113=1 (0.0%),2
RX16V1C4,1,0,0.0,=16025 (100.0%),0
RX16V2C1,67,0,0.0,=15804 (98.6%); 058=13 (0.1%); 272=12 (0.1%); 095=11 (0.1%); 099=10 (0.1%),66
RX16V2C2,16,0,0.0,=15997 (99.8%); 129=4 (0.0%); 065=3 (0.0%); 046=3 (0.0%); 083=2 (0.0%),15
RX16V2C3,3,0,0.0,=16021 (100.0%); 064=3 (0.0%); 265=1 (0.0%),2
RX16V2C4,1,0,0.0,=16025 (100.0%),0
RX16V3C1,55,0,0.0,=15909 (99.3%); 274=8 (0.0%); 154=6 (0.0%); 069=5 (0.0%); 059=5 (0.0%),54
RX16V3C2,9,0,0.0,=16013 (99.9%); 211=2 (0.0%); 198=2 (0.0%); 185=2 (0.0%); 385=2 (0.0%),8
RX16V3C3,3,0,0.0,=16022 (100.0%); 203=2 (0.0%); 204=1 (0.0%),2
RX16V3C4,1,0,0.0,=16025 (100.0%),0
DRUGID17,118,0,0.0,=15834 (98.8%); d00867=7 (0.0%); d01013=5 (0.0%); d00049=4 (0.0%); d00395=4 (0.0%),117
PRESCR17,4,15834,98.81,1.0=132 (69.1%); 5.0=46 (24.1%); 2.0=12 (6.3%); 3.0=1 (0.5%),1
CONTSUB17,5,15834,98.81,6.0=173 (90.6%); 2.0=10 (5.2%); 4.0=5 (2.6%); 7.0=2 (1.0%); 5.0=1 (0.5%),1
COMSTAT17,3,15834,98.81,1.0=181 (94.8%); 2.0=8 (4.2%); 3.0=2 (1.0%),0
RX17CAT1,77,0,0.0,=15834 (98.8%); 095=14 (0.1%); 060=10 (0.1%); 215=8 (0.0%); 117=7 (0.0%),76
RX17CAT2,13,0,0.0,=16004 (99.9%); 053=4 (0.0%); 117=3 (0.0%); 129=3 (0.0%); 385=2 (0.0%),12
RX17CAT3,2,0,0.0,=16023 (100.0%); 204=2 (0.0%),1
RX17CAT4,1,0,0.0,=16025 (100.0%),0
RX17V1C1,17,0,0.0,=15834 (98.8%); 057=44 (0.3%); 087=27 (0.2%); 040=25 (0.2%); 358=18 (0.1%),16
RX17V1C2,7,0,0.0,=16004 (99.9%); 040=9 (0.1%); 122=5 (0.0%); 115=3 (0.0%); 133=2 (0.0%),6
RX17V1C3,2,0,0.0,=16023 (100.0%); 057=2 (0.0%),1
RX17V1C4,1,0,0.0,=16025 (100.0%),0
RX17V2C1,56,0,0.0,=15835 (98.8%); 058=17 (0.1%); 095=14 (0.1%); 099=12 (0.1%); 117=7 (0.0%),55
RX17V2C2,12,0,0.0,=16004 (99.9%); 053=4 (0.0%); 117=3 (0.0%); 046=3 (0.0%); 129=3 (0.0%),11
RX17V2C3,2,0,0.0,=16023 (100.0%); 064=2 (0.0%),1
RX17V2C4,1,0,0.0,=16025 (100.0%),0
RX17V3C1,44,0,0.0,=15921 (99.4%); 060=10 (0.1%); 215=8 (0.0%); 195=7 (0.0%); 173=6 (0.0%),43
RX17V3C2,6,0,0.0,=16019 (100.0%); 385=2 (0.0%); 268=1 (0.0%); 386=1 (0.0%); 196=1 (0.0%),5
RX17V3C3,2,0,0.0,=16023 (100.0%); 204=2 (0.0%),1
RX17V3C4,1,0,0.0,=16025 (100.0%),0
DRUGID18,101,0,0.0,=15870 (99.0%); d03140=5 (0.0%); d01013=5 (0.0%); d06860=5 (0.0%); d05350=5 (0.0%),100
PRESCR18,4,15870,99.03,1.0=98 (63.2%); 5.0=53 (34.2%); 2.0=2 (1.3%); 3.0=2 (1.3%),0
CONTSUB18,5,15870,99.03,6.0=146 (94.2%); 2.0=3 (1.9%); 4.0=3 (1.9%); 7.0=2 (1.3%); 5.0=1 (0.6%),1
COMSTAT18,3,15870,99.03,1.0=150 (96.8%); 2.0=3 (1.9%); 3.0=2 (1.3%),0
RX18CAT1,73,0,0.0,=15870 (99.0%); 095=10 (0.1%); 117=9 (0.1%); 119=8 (0.0%); 272=7 (0.0%),72
RX18CAT2,13,0,0.0,=16011 (99.9%); 053=2 (0.0%); 198=2 (0.0%); 238=1 (0.0%); 297=1 (0.0%),12
RX18CAT3,3,0,0.0,=16023 (100.0%); 203=1 (0.0%); 265=1 (0.0%),2
RX18CAT4,1,0,0.0,=16025 (100.0%),0
RX18V1C1,20,0,0.0,=15870 (99.0%); 087=26 (0.2%); 057=24 (0.1%); 115=22 (0.1%); 358=18 (0.1%),19
RX18V1C2,10,0,0.0,=16011 (99.9%); 122=3 (0.0%); 057=3 (0.0%); 040=2 (0.0%); 001=1 (0.0%),9
RX18V1C3,3,0,0.0,=16023 (100.0%); 057=1 (0.0%); 113=1 (0.0%),2
RX18V1C4,1,0,0.0,=16025 (100.0%),0
RX18V2C1,54,0,0.0,=15875 (99.1%); 095=10 (0.1%); 099=9 (0.1%); 117=9 (0.1%); 119=8 (0.0%),53
RX18V2C2,12,0,0.0,=16011 (99.9%); 065=3 (0.0%); 053=2 (0.0%); 005=1 (0.0%); 130=1 (0.0%),11
RX18V2C3,3,0,0.0,=16023 (100.0%); 064=1 (0.0%); 265=1 (0.0%),2
RX18V2C4,1,0,0.0,=16025 (100.0%),0
RX18V3C1,42,0,0.0,=15947 (99.5%); 215=6 (0.0%); 208=5 (0.0%); 173=5 (0.0%); 341=4 (0.0%),41
RX18V3C2,9,0,0.0,=16016 (99.9%); 198=2 (0.0%); 238=1 (0.0%); 297=1 (0.0%); 196=1 (0.0%),8
RX18V3C3,2,0,0.0,=16024 (100.0%); 203=1 (0.0%),1
RX18V3C4,1,0,0.0,=16025 (100.0%),0
DRUGID19,91,0,0.0,=15902 (99.2%); d04514=6 (0.0%); d00438=5 (0.0%); d00316=4 (0.0%); d00325=3 (0.0%),90
PRESCR19,3,15902,99.23,1.0=80 (65.0%); 5.0=38 (30.9%); 2.0=5 (4.1%),0
CONTSUB19,4,15902,99.23,6.0=115 (93.5%); 2.0=4 (3.3%); 4.0=3 (2.4%); 3.0=1 (0.8%),1
COMSTAT19,2,15902,99.23,1.0=114 (92.7%); 2.0=9 (7.3%),0
RX19CAT1,68,0,0.0,=15902 (99.2%); 117=11 (0.1%); 272=10 (0.1%); 095=7 (0.0%); 320=4 (0.0%),67
RX19CAT2,16,0,0.0,=16001 (99.9%); 129=5 (0.0%); 219=3 (0.0%); 340=2 (0.0%); 117=2 (0.0%),15
RX19CAT3,3,0,0.0,=16023 (100.0%); 203=1 (0.0%); 204=1 (0.0%),2
RX19CAT4,1,0,0.0,=16025 (100.0%),0
RX19V1C1,16,0,0.0,=15902 (99.2%); 087=21 (0.1%); 057=21 (0.1%); 115=16 (0.1%); 040=14 (0.1%),15
RX19V1C2,10,0,0.0,=16001 (99.9%); 040=7 (0.0%); 122=6 (0.0%); 218=4 (0.0%); 115=2 (0.0%),9
RX19V1C3,2,0,0.0,=16023 (100.0%); 057=2 (0.0%),1
RX19V1C4,1,0,0.0,=16025 (100.0%),0
RX19V2C1,49,0,0.0,=15903 (99.2%); 117=11 (0.1%); 272=10 (0.1%); 099=8 (0.0%); 058=8 (0.0%),48
RX19V2C2,15,0,0.0,=16001 (99.9%); 129=5 (0.0%); 046=3 (0.0%); 219=3 (0.0%); 340=2 (0.0%),14
RX19V2C3,2,0,0.0,=16023 (100.0%); 064=2 (0.0%),1
RX19V2C4,1,0,0.0,=16025 (100.0%),0
RX19V3C1,40,0,0.0,=15966 (99.6%); 060=4 (0.0%); 173=4 (0.0%); 070=4 (0.0%); 215=3 (0.0%),39
RX19V3C2,8,0,0.0,=16017 (100.0%); 386=2 (0.0%); 388=1 (0.0%); 210=1 (0.0%); 198=1 (0.0%),7
RX19V3C3,3,0,0.0,=16023 (100.0%); 203=1 (0.0%); 204=1 (0.0%),2
RX19V3C4,1,0,0.0,=16025 (100.0%),0
DRUGID20,83,0,0.0,=15917 (99.3%); d00867=6 (0.0%); d03692=3 (0.0%); d00746=3 (0.0%); d01013=3 (0.0%),82
PRESCR20,3,15917,99.33,1.0=75 (69.4%); 5.0=28 (25.9%); 2.0=5 (4.6%),0
CONTSUB20,3,15917,99.33,6.0=103 (95.4%); 4.0=3 (2.8%); 5.0=2 (1.9%),0
COMSTAT20,2,15917,99.33,1.0=103 (95.4%); 2.0=5 (4.6%),0
RX20CAT1,59,0,0.0,=15917 (99.3%); 095=8 (0.0%); 195=6 (0.0%); 117=6 (0.0%); 119=6 (0.0%),58
RX20CAT2,7,0,0.0,=16017 (100.0%); 129=3 (0.0%); 320=1 (0.0%); 117=1 (0.0%); 388=1 (0.0%),6
RX20CAT3,2,0,0.0,=16024 (100.0%); 204=1 (0.0%),1
RX20CAT4,1,0,0.0,=16025 (100.0%),0
RX20V1C1,16,0,0.0,=15917 (99.3%); 057=19 (0.1%); 087=15 (0.1%); 115=14 (0.1%); 358=10 (0.1%),15
RX20V1C2,5,0,0.0,=16017 (100.0%); 122=4 (0.0%); 040=2 (0.0%); 105=1 (0.0%); 115=1 (0.0%),4
RX20V1C3,2,0,0.0,=16024 (100.0%); 057=1 (0.0%),1
RX20V1C4,1,0,0.0,=16025 (100.0%),0
RX20V2C1,42,0,0.0,=15917 (99.3%); 095=8 (0.0%); 249=7 (0.0%); 065=6 (0.0%); 117=6 (0.0%),41
RX20V2C2,7,0,0.0,=16017 (100.0%); 129=3 (0.0%); 320=1 (0.0%); 117=1 (0.0%); 046=1 (0.0%),6
RX20V2C3,2,0,0.0,=16024 (100.0%); 064=1 (0.0%),1
RX20V2C4,1,0,0.0,=16025 (100.0%),0
RX20V3C1,37,0,0.0,=15965 (99.6%); 195=6 (0.0%); 173=4 (0.0%); 215=4 (0.0%); 301=4 (0.0%),36
RX20V3C2,2,0,0.0,=16024 (100.0%); 388=1 (0.0%),1
RX20V3C3,2,0,0.0,=16024 (100.0%); 204=1 (0.0%),1
RX20V3C4,1,0,0.0,=16025 (100.0%),0
DRUGID21,65,0,0.0,=15945 (99.5%); d00345=6 (0.0%); d01013=5 (0.0%); d00049=3 (0.0%); d04057=2 (0.0%),64
PRESCR21,4,15945,99.5,1.0=47 (58.8%); 5.0=27 (33.8%); 2.0=5 (6.2%); 3.0=1 (1.2%),0
